source,external_id,title,category,subcategory,start_dt,end_dt,timezone,venue_external_id,venue_name,lat,lon,status,url,tags
madrid_cultura,EVT-0001,Sinfonica Joven Madrid,music,classical,2026-02-20T20:00:00+01:00,2026-02-20T22:30:00+01:00,Europe/Madrid,MAD-AUDITORIO,Auditorio Nacional de Música,40.440438,-3.688356,confirmed,https://eventos.madrid.es/ev/0001,classical|orchestra
madrid_cultura,EVT-0002,Noche Indie Capital,music,indie,2026-02-22T21:00:00+01:00,2026-02-23T00:30:00+01:00,Europe/Madrid,MAD-LA-RIVIERA,La Riviera,40.413565,-3.720147,confirmed,https://eventos.madrid.es/ev/0002,indie|live
madrid_cultura,EVT-0003,Gala Flamenca Real,music,flamenco,2026-02-25T19:30:00+01:00,2026-02-25T22:00:00+01:00,Europe/Madrid,MAD-TEATRO-REAL,Teatro Real,40.418987,-3.710522,confirmed,https://eventos.madrid.es/ev/0003,flamenco|heritage
madrid_cultura,EVT-0004,Derby de Basket Municipal,sports,basketball,2026-02-18T19:00:00+01:00,2026-02-18T21:30:00+01:00,Europe/Madrid,MAD-WIZINK,WiZink Center,40.423941,-3.671221,confirmed,https://eventos.madrid.es/ev/0004,sports|basket
madrid_cultura,EVT-0005,Maraton Tech Latam,conference,technology,2026-03-02T09:00:00+01:00,2026-03-02T18:00:00+01:00,Europe/Madrid,MAD-IFEMA,IFEMA Madrid - Pabellón 12,40.467640,-3.615511,confirmed,https://eventos.madrid.es/ev/0005,tech|startup
madrid_cultura,EVT-0006,Obra Luces de Febrero,theatre,drama,2026-02-24T20:30:00+01:00,2026-02-24T22:45:00+01:00,Europe/Madrid,MAD-TEATRO-ESPAÑOL,Teatro Español,40.414706,-3.699088,confirmed,https://eventos.madrid.es/ev/0006,theatre|premiere
madrid_cultura,EVT-0007,Ciclo Cine Noir Nocturno,cinema,noir,2026-03-01T22:00:00+01:00,2026-03-02T00:15:00+01:00,Europe/Madrid,MAD-CINES-CALLAO,Cines Callao,40.420330,-3.705439,confirmed,https://eventos.madrid.es/ev/0007,cinema|noir
madrid_cultura,EVT-0008,Expo Arte Digital 2026,expo,digital,2026-03-05T10:00:00+01:00,2026-03-05T19:00:00+01:00,Europe/Madrid,MAD-CAIXAFORUM,CaixaForum Madrid,40.411271,-3.689580,confirmed,https://eventos.madrid.es/ev/0008,art|digital
madrid_cultura,EVT-0009,Feria Diseño Independiente,expo,design,2026-02-28T11:00:00+01:00,2026-02-28T21:00:00+01:00,Europe/Madrid,MAD-MATADERO,Matadero Madrid - Nave 16,40.391533,-3.699794,confirmed,https://eventos.madrid.es/ev/0009,design|market
madrid_cultura,EVT-0010,Final Liga Municipal Futbol Sala,sports,futsal,2026-03-06T18:00:00+01:00,2026-03-06T20:30:00+01:00,Europe/Madrid,MAD-CDM-CERRO,Centro Deportivo Municipal Cerro Almodóvar,40.381620,-3.623470,confirmed,https://eventos.madrid.es/ev/0010,sports|futsal
madrid_cultura,EVT-0011,Gran Circo Urbano,community,family,2026-03-03T17:00:00+01:00,2026-03-03T19:30:00+01:00,Europe/Madrid,MAD-PALACIO-VISTALEGRE,Palacio Vistalegre Arena,40.385893,-3.738958,confirmed,https://eventos.madrid.es/ev/0011,circus|family
madrid_cultura,EVT-0012,Show Electrolaser,music,electronic,2026-03-08T23:00:00+01:00,2026-03-09T04:00:00+01:00,Europe/Madrid,MAD-JOY-ESLAVA,Joy Eslava,40.418504,-3.706997,confirmed,https://eventos.madrid.es/ev/0012,electronic|club
madrid_cultura,EVT-0013,Rio Groove Session,music,jazz,2026-02-26T21:00:00+01:00,2026-02-27T00:00:00+01:00,Europe/Madrid,MAD-LA-RIVIERA,La Riviera,40.413565,-3.720147,confirmed,https://eventos.madrid.es/ev/0013,jazz|fusion
madrid_cultura,EVT-0014,Ballet Contemporaneo Canal,theatre,dance,2026-03-04T19:30:00+01:00,2026-03-04T21:30:00+01:00,Europe/Madrid,MAD-TEATROS-CANAL,Teatros del Canal - Sala Roja,40.437421,-3.703010,confirmed,https://eventos.madrid.es/ev/0014,dance|ballet
madrid_cultura,EVT-0015,Picnic Electronico Primavera,music,electronic,2026-03-07T16:00:00+01:00,2026-03-07T22:00:00+01:00,Europe/Madrid,MAD-ESPACIO-5,Espacio Quinta de los Molinos,40.443844,-3.641996,confirmed,https://eventos.madrid.es/ev/0015,openair|electronic
madrid_cultura,EVT-0016,Foro Movilidad Urbana,conference,mobility,2026-02-27T09:30:00+01:00,2026-02-27T17:30:00+01:00,Europe/Madrid,MAD-IFEMA,IFEMA Madrid - Pabellón 12,40.467640,-3.615511,confirmed,https://eventos.madrid.es/ev/0016,mobility|smartcity
madrid_cultura,EVT-0017,Torneo Esgrima Ciudad,sports,fencing,2026-03-09T10:00:00+01:00,2026-03-09T15:00:00+01:00,Europe/Madrid,MAD-CDM-CERRO,Centro Deportivo Municipal Cerro Almodóvar,40.381620,-3.623470,confirmed,https://eventos.madrid.es/ev/0017,sports|fencing
madrid_cultura,EVT-0018,Ciclo Cine Documental Social,cinema,documentary,2026-03-02T18:30:00+01:00,2026-03-02T20:30:00+01:00,Europe/Madrid,MAD-CONDDE-DUQUE,Centro Cultural Conde Duque,40.427875,-3.714942,confirmed,https://eventos.madrid.es/ev/0018,cinema|social
madrid_cultura,EVT-0019,Encuentro Huertos Urbanos,community,environment,2026-03-01T11:00:00+01:00,2026-03-01T14:00:00+01:00,Europe/Madrid,MAD-ESPACIO-5,Espacio Quinta de los Molinos,40.443844,-3.641996,confirmed,https://eventos.madrid.es/ev/0019,community|green
madrid_cultura,EVT-0020,Opera de Camara Invierno,music,opera,2026-02-21T18:00:00+01:00,2026-02-21T20:15:00+01:00,Europe/Madrid,MAD-TEATRO-REAL,Teatro Real,40.418987,-3.710522,confirmed,https://eventos.madrid.es/ev/0020,opera|classic
madrid_cultura,EVT-0021,Premios Teatro Español,theatre,award,2026-03-10T20:00:00+01:00,2026-03-10T22:00:00+01:00,Europe/Madrid,MAD-TEATRO-ESPAÑOL,Teatro Español,40.414706,-3.699088,confirmed,https://eventos.madrid.es/ev/0021,award|theatre
madrid_cultura,EVT-0022,Maraton Series SciFi,cinema,scifi,2026-02-28T20:00:00+01:00,2026-03-01T02:00:00+01:00,Europe/Madrid,MAD-CINES-CALLAO,Cines Callao,40.420330,-3.705439,confirmed,https://eventos.madrid.es/ev/0022,cinema|scifi
madrid_cultura,EVT-0023,Residencia Coreografica Canal,theatre,dance,2026-03-08T18:00:00+01:00,2026-03-08T20:00:00+01:00,Europe/Madrid,MAD-TEATROS-CANAL,Teatros del Canal - Sala Roja,40.437421,-3.703010,confirmed,https://eventos.madrid.es/ev/0023,dance|residence
madrid_cultura,EVT-0024,Foro Economico Ibero,conference,economy,2026-03-12T09:00:00+01:00,2026-03-12T17:00:00+01:00,Europe/Madrid,MAD-IFEMA,IFEMA Madrid - Pabellón 12,40.467640,-3.615511,confirmed,https://eventos.madrid.es/ev/0024,economy|business
madrid_cultura,EVT-0025,Carrera Popular Nocturna,community,sports,2026-03-14T21:00:00+01:00,2026-03-14T23:00:00+01:00,Europe/Madrid,MAD-MATADERO,Matadero Madrid - Nave 16,40.391533,-3.699794,confirmed,https://eventos.madrid.es/ev/0025,race|night
madrid_cultura,EVT-0026,Encuentro Startups Creativas,conference,creative,2026-03-06T10:00:00+01:00,2026-03-06T16:00:00+01:00,Europe/Madrid,MAD-CONDDE-DUQUE,Centro Cultural Conde Duque,40.427875,-3.714942,confirmed,https://eventos.madrid.es/ev/0026,startup|creative
madrid_cultura,EVT-0027,Sesion Club Retro,music,dance,2026-03-15T01:00:00+01:00,2026-03-15T06:00:00+01:00,Europe/Madrid,MAD-JOY-ESLAVA,Joy Eslava,40.418504,-3.706997,confirmed,https://eventos.madrid.es/ev/0027,club|retro
madrid_cultura,EVT-0028,Festival Primavera Barrio,community,culture,2026-03-16T12:00:00+01:00,2026-03-16T19:00:00+01:00,Europe/Madrid,MAD-CONDDE-DUQUE,Centro Cultural Conde Duque,40.427875,-3.714942,confirmed,https://eventos.madrid.es/ev/0028,community|festival
madrid_cultura,EVT-0029,Orquesta Barroca Madrid,music,classical,2026-03-19T19:00:00+01:00,2026-03-19T21:30:00+01:00,Europe/Madrid,MAD-AUDITORIO,Auditorio Nacional de Música,40.440438,-3.688356,confirmed,https://eventos.madrid.es/ev/0029,baroque|orchestra
madrid_cultura,EVT-0030,Gala Patinaje Artistico,sports,skating,2026-03-20T18:00:00+01:00,2026-03-20T20:30:00+01:00,Europe/Madrid,MAD-WIZINK,WiZink Center,40.423941,-3.671221,confirmed,https://eventos.madrid.es/ev/0030,skating|gala
madrid_cultura,EVT-0031,Maraton Cine Fantasia,cinema,fantasy,2026-03-18T19:00:00+01:00,2026-03-19T01:00:00+01:00,Europe/Madrid,MAD-CINES-CALLAO,Cines Callao,40.420330,-3.705439,confirmed,https://eventos.madrid.es/ev/0031,fantasy|cinema
madrid_cultura,EVT-0032,Expo Jardin Eficiente,expo,sustainability,2026-03-11T09:00:00+01:00,2026-03-11T18:00:00+01:00,Europe/Madrid,MAD-ESPACIO-5,Espacio Quinta de los Molinos,40.443844,-3.641996,confirmed,https://eventos.madrid.es/ev/0032,eco|expo
madrid_cultura,EVT-0033,Masterclass Jazz Contempo,music,workshop,2026-03-13T17:00:00+01:00,2026-03-13T20:00:00+01:00,Europe/Madrid,MAD-LA-RIVIERA,La Riviera,40.413565,-3.720147,confirmed,https://eventos.madrid.es/ev/0033,masterclass|jazz
madrid_cultura,EVT-0034,Foro Innovacion Turismo,conference,tourism,2026-03-22T09:30:00+01:00,2026-03-22T17:30:00+01:00,Europe/Madrid,MAD-IFEMA,IFEMA Madrid - Pabellón 12,40.467640,-3.615511,confirmed,https://eventos.madrid.es/ev/0034,tourism|innovation
madrid_cultura,EVT-0035,Encuentro Teatro Comunitario,community,theatre,2026-03-23T16:00:00+01:00,2026-03-23T19:00:00+01:00,Europe/Madrid,MAD-TEATRO-ESPAÑOL,Teatro Español,40.414706,-3.699088,confirmed,https://eventos.madrid.es/ev/0035,community|stage
madrid_cultura,EVT-0036,Carrera Solidaria Centro,community,run,2026-03-24T09:00:00+01:00,2026-03-24T11:30:00+01:00,Europe/Madrid,MAD-CONDDE-DUQUE,Centro Cultural Conde Duque,40.427875,-3.714942,confirmed,https://eventos.madrid.es/ev/0036,run|solidarity
madrid_cultura,EVT-0037,Triatlon Urbano Retiro,sports,triatlon,2026-03-29T07:00:00+02:00,2026-03-29T12:00:00+02:00,Europe/Madrid,MAD-WIZINK,WiZink Center,40.423941,-3.671221,scheduled,https://eventos.madrid.es/ev/0037,triatlon|outdoor
madrid_cultura,EVT-0038,Opera Picnic Matadero,music,opera,2026-03-27T19:00:00+01:00,2026-03-27T21:15:00+01:00,Europe/Madrid,MAD-MATADERO,Matadero Madrid - Nave 16,40.391533,-3.699794,confirmed,https://eventos.madrid.es/ev/0038,opera|openair
madrid_cultura,EVT-0039,Gala Ciencias Ciudadanas,conference,science,2026-03-30T10:00:00+02:00,2026-03-30T17:00:00+02:00,Europe/Madrid,MAD-CAIXAFORUM,CaixaForum Madrid,40.411271,-3.689580,confirmed,https://eventos.madrid.es/ev/0039,science|citizen
madrid_cultura,EVT-0040,Noche de Humor Urbano,theatre,comedy,2026-03-25T22:00:00+01:00,2026-03-26T00:00:00+01:00,Europe/Madrid,MAD-JOY-ESLAVA,Joy Eslava,40.418504,-3.706997,confirmed,https://eventos.madrid.es/ev/0040,comedy|night
madrid_cultura,EVT-0041,Ciclo Cine Europeo,cinema,arthouse,2026-03-26T18:00:00+01:00,2026-03-26T20:30:00+01:00,Europe/Madrid,MAD-CINES-CALLAO,Cines Callao,40.420330,-3.705439,confirmed,https://eventos.madrid.es/ev/0041,european|cinema
madrid_cultura,EVT-0042,Festival Jazz Primavera,music,jazz,2026-03-28T17:00:00+01:00,2026-03-28T23:30:00+01:00,Europe/Madrid,MAD-LA-RIVIERA,La Riviera,40.413565,-3.720147,confirmed,https://eventos.madrid.es/ev/0042,jazz|festival
madrid_cultura,EVT-0043,Encuentro Makers Comunitario,community,makers,2026-03-31T10:00:00+02:00,2026-03-31T14:00:00+02:00,Europe/Madrid,MAD-ESPACIO-5,Espacio Quinta de los Molinos,40.443844,-3.641996,confirmed,https://eventos.madrid.es/ev/0043,makers|community
madrid_cultura,EVT-0044,Torneo Internacional Balonmano,sports,handball,2026-04-02T18:30:00+02:00,2026-04-02T21:00:00+02:00,Europe/Madrid,MAD-PALACIO-VISTALEGRE,Palacio Vistalegre Arena,40.385893,-3.738958,scheduled,https://eventos.madrid.es/ev/0044,handball|international
madrid_cultura,EVT-0045,Expo Innovacion Textil,expo,textile,2026-04-04T10:00:00+02:00,2026-04-04T19:00:00+02:00,Europe/Madrid,MAD-IFEMA,IFEMA Madrid - Pabellón 12,40.467640,-3.615511,scheduled,https://eventos.madrid.es/ev/0045,textile|innovation
